State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
OK,OK,2016,November,Psychostimulants with abuse potential (T43.6),256,259,100,0.013144058885384,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2016,December,Psychostimulants with abuse potential (T43.6),267,271,100,0.013099292638198,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,January,Psychostimulants with abuse potential (T43.6),267,271,100,0.01303984978093,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,February,Psychostimulants with abuse potential (T43.6),276,280,100,0.012981280992808,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,March,Psychostimulants with abuse potential (T43.6),275,279,100,0.010358400662938,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,April,Psychostimulants with abuse potential (T43.6),283,287,100,0.007743534148986,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,May,Psychostimulants with abuse potential (T43.6),286,290,100,0.005170229816715,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,June,Psychostimulants with abuse potential (T43.6),294,298,100,0.005145621076464,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,July,Psychostimulants with abuse potential (T43.6),300,304,100,0.005128862674702,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,August,Psychostimulants with abuse potential (T43.6),293,297,100,0.005128205128205,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,September,Psychostimulants with abuse potential (T43.6),296,300,100,0.002559901699775,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,October,Psychostimulants with abuse potential (T43.6),290,294,100,0.005111037285017,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,November,Psychostimulants with abuse potential (T43.6),287,291,100,0.005090872066385,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,December,Psychostimulants with abuse potential (T43.6),278,281,100,0.005086728724757,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2018,January,Psychostimulants with abuse potential (T43.6),276,279,100,0.005020962518515,Underreported due to incomplete data.
OK,OK,2018,February,Psychostimulants with abuse potential (T43.6),276,279,100,0.01000825681187,Underreported due to incomplete data.
OK,OK,2018,March,Psychostimulants with abuse potential (T43.6),287,292,100,0.017542101042502,Underreported due to incomplete data.
OK,OK,2018,April,Psychostimulants with abuse potential (T43.6),284,288,100,0.025029409556229,Underreported due to incomplete data.
OK,OK,2018,May,Psychostimulants with abuse potential (T43.6),299,304,100,0.042435286188562,Underreported due to incomplete data.
OK,OK,2018,June,Psychostimulants with abuse potential (T43.6),303,309,100,0.057355178175108,Underreported due to incomplete data.
OK,OK,2018,July,Psychostimulants with abuse potential (T43.6),296,304,100,0.06507157873661,Underreported due to incomplete data.
OK,OK,2018,August,Psychostimulants with abuse potential (T43.6),298,307,100,0.082462891698736,Underreported due to incomplete data.
OK,OK,2015,January,"Synthetic opioids, excl. methadone (T40.4)",72,73,100,0.021170742034508,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2015,February,"Synthetic opioids, excl. methadone (T40.4)",78,79,100,0.01843172362947,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2015,March,"Synthetic opioids, excl. methadone (T40.4)",76,77,100,0.018400231317194,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2015,April,"Synthetic opioids, excl. methadone (T40.4)",81,82,100,0.018418144503499,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2015,May,"Synthetic opioids, excl. methadone (T40.4)",79,80,100,0.018427356727301,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2015,June,"Synthetic opioids, excl. methadone (T40.4)",89,90,100,0.023597891921655,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2015,July,"Synthetic opioids, excl. methadone (T40.4)",93,94,100,0.02094624669442,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2015,August,"Synthetic opioids, excl. methadone (T40.4)",89,90,100,0.015670296952127,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2015,September,"Synthetic opioids, excl. methadone (T40.4)",87,88,100,0.018304003347018,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2015,October,"Synthetic opioids, excl. methadone (T40.4)",92,93,100,0.01829587036069,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2015,November,"Synthetic opioids, excl. methadone (T40.4)",94,95,100,0.020899733528398,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2015,December,"Synthetic opioids, excl. methadone (T40.4)",92,93,100,0.018266746692414,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2016,January,"Synthetic opioids, excl. methadone (T40.4)",93,94,100,0.018407005180257,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2016,February,"Synthetic opioids, excl. methadone (T40.4)",93,94,100,0.018452129902994,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2016,March,"Synthetic opioids, excl. methadone (T40.4)",96,97,100,0.021157304559399,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2016,April,"Synthetic opioids, excl. methadone (T40.4)",95,96,100,0.023781841242998,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2016,May,"Synthetic opioids, excl. methadone (T40.4)",102,103,100,0.026310250473584,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2016,June,"Synthetic opioids, excl. methadone (T40.4)",90,91,100,0.021142207775047,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2016,July,"Synthetic opioids, excl. methadone (T40.4)",89,90,100,0.021165700981559,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2016,August,"Synthetic opioids, excl. methadone (T40.4)",97,98,100,0.02111152161292,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2016,September,"Synthetic opioids, excl. methadone (T40.4)",99,100,100,0.021027730319359,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2016,October,"Synthetic opioids, excl. methadone (T40.4)",91,92,100,0.015770797739519,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2016,November,"Synthetic opioids, excl. methadone (T40.4)",88,89,100,0.013144058885384,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2016,December,"Synthetic opioids, excl. methadone (T40.4)",95,96,100,0.013099292638198,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,January,"Synthetic opioids, excl. methadone (T40.4)",102,103,100,0.01303984978093,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,February,"Synthetic opioids, excl. methadone (T40.4)",105,106,100,0.012981280992808,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,March,"Synthetic opioids, excl. methadone (T40.4)",105,106,100,0.010358400662938,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,April,"Synthetic opioids, excl. methadone (T40.4)",109,110,100,0.007743534148986,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,May,"Synthetic opioids, excl. methadone (T40.4)",103,104,100,0.005170229816715,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,June,"Synthetic opioids, excl. methadone (T40.4)",103,104,100,0.005145621076464,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,July,"Synthetic opioids, excl. methadone (T40.4)",106,107,100,0.005128862674702,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,August,"Synthetic opioids, excl. methadone (T40.4)",101,102,100,0.005128205128205,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,September,"Synthetic opioids, excl. methadone (T40.4)",103,104,100,0.002559901699775,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,October,"Synthetic opioids, excl. methadone (T40.4)",101,102,100,0.005111037285017,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,November,"Synthetic opioids, excl. methadone (T40.4)",102,103,100,0.005090872066385,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2017,December,"Synthetic opioids, excl. methadone (T40.4)",97,98,100,0.005086728724757,Numbers may differ from published reports using final data. See Technical Notes.
OK,OK,2018,January,"Synthetic opioids, excl. methadone (T40.4)",94,94,100,0.005020962518515,Underreported due to incomplete data.
OK,OK,2018,February,"Synthetic opioids, excl. methadone (T40.4)",85,86,100,0.01000825681187,Underreported due to incomplete data.
OK,OK,2018,March,"Synthetic opioids, excl. methadone (T40.4)",82,83,100,0.017542101042502,Underreported due to incomplete data.
OK,OK,2018,April,"Synthetic opioids, excl. methadone (T40.4)",79,80,100,0.025029409556229,Underreported due to incomplete data.
OK,OK,2018,May,"Synthetic opioids, excl. methadone (T40.4)",77,79,100,0.042435286188562,Underreported due to incomplete data.
OK,OK,2018,June,"Synthetic opioids, excl. methadone (T40.4)",78,80,100,0.057355178175108,Underreported due to incomplete data.
OK,OK,2018,July,"Synthetic opioids, excl. methadone (T40.4)",69,71,100,0.06507157873661,Underreported due to incomplete data.
OK,OK,2018,August,"Synthetic opioids, excl. methadone (T40.4)",69,71,100,0.082462891698736,Underreported due to incomplete data.
OR,OR,2015,January,Cocaine (T40.5),20,22,100,0.023247704289201,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,February,Cocaine (T40.5),19,21,100,0.02309068867979,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,March,Cocaine (T40.5),18,20,100,0.023006355505708,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,April,Cocaine (T40.5),18,20,100,0.020046967180251,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,May,Cocaine (T40.5),14,15,100,0.019910120029581,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,June,Cocaine (T40.5),19,21,100,0.022626994003847,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,July,Cocaine (T40.5),21,23,100,0.022554271215111,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,August,Cocaine (T40.5),22,24,100,0.022544101899341,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,September,Cocaine (T40.5),23,25,100,0.019682271896528,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,October,Cocaine (T40.5),24,26,100,0.016909029421711,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,November,Cocaine (T40.5),24,26,100,0.01403351202672,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,December,Cocaine (T40.5),24,26,100,0.022388895108026,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,January,Cocaine (T40.5),23,25,100,0.022520620443093,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,February,Cocaine (T40.5),22,24,100,0.025385721941726,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,March,Cocaine (T40.5),22,24,100,0.028093044162265,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,April,Cocaine (T40.5),23,25,100,0.030915376183918,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,May,Cocaine (T40.5),25,27,100,0.045109814203953,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,June,Cocaine (T40.5),21,23,100,0.048023955478968,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,July,Cocaine (T40.5),20,22,100,0.053569414683658,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,August,Cocaine (T40.5),24,26,100,0.053409793669534,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,September,Cocaine (T40.5),28,30,100,0.059076715334627,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,October,Cocaine (T40.5),30,32,100,0.061645370993051,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,November,Cocaine (T40.5),31,33,100,0.064483570707637,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,December,Cocaine (T40.5),30,32,100,0.072387103959018,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,January,Cocaine (T40.5),29,31,100,0.073881515939253,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,February,Cocaine (T40.5),30,32,100,0.070852408981905,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,March,Cocaine (T40.5),31,33,100,0.07369800196528,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,April,Cocaine (T40.5),35,38,100,0.079008309494619,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,May,Cocaine (T40.5),35,38,100,0.065173116089613,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,June,Cocaine (T40.5),37,40,100,0.062411809399761,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,July,Cocaine (T40.5),39,42,100,0.059649693617483,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,August,Cocaine (T40.5),35,38,100,0.062320489893242,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,September,Cocaine (T40.5),30,32,100,0.056995521780432,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,October,Cocaine (T40.5),33,35,100,0.054140386020952,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,November,Cocaine (T40.5),32,34,100,0.054263776216187,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,December,Cocaine (T40.5),36,39,100,0.049053004496525,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2018,January,Cocaine (T40.5),37,40,100,0.046685340802988,Underreported due to incomplete data.
OR,OR,2018,February,Cocaine (T40.5),41,44,100,0.049789776499226,Underreported due to incomplete data.
OR,OR,2018,March,Cocaine (T40.5),46,49,100,0.046861647876065,Underreported due to incomplete data.
OR,OR,2018,April,Cocaine (T40.5),47,50,100,0.044014084507042,Underreported due to incomplete data.
OR,OR,2018,May,Cocaine (T40.5),51,54,100,0.046971706454465,Underreported due to incomplete data.
OR,OR,2018,June,Cocaine (T40.5),51,54,100,0.04959497437593,Underreported due to incomplete data.
OR,OR,2018,July,Cocaine (T40.5),49,52,100,0.06080875646093,Underreported due to incomplete data.
OR,OR,2018,August,Cocaine (T40.5),51,54,100,0.060840707964602,Underreported due to incomplete data.
OR,OR,2015,January,Heroin (T40.1),126,127,100,0.023247704289201,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,February,Heroin (T40.1),128,129,100,0.02309068867979,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,March,Heroin (T40.1),125,126,100,0.023006355505708,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,April,Heroin (T40.1),126,127,100,0.020046967180251,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,May,Heroin (T40.1),113,114,100,0.019910120029581,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,June,Heroin (T40.1),117,118,100,0.022626994003847,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,July,Heroin (T40.1),116,117,100,0.022554271215111,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,August,Heroin (T40.1),116,117,100,0.022544101899341,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,September,Heroin (T40.1),120,121,100,0.019682271896528,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,October,Heroin (T40.1),117,118,100,0.016909029421711,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,November,Heroin (T40.1),111,112,100,0.01403351202672,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,December,Heroin (T40.1),106,107,100,0.022388895108026,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,January,Heroin (T40.1),109,110,100,0.022520620443093,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,February,Heroin (T40.1),111,112,100,0.025385721941726,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,March,Heroin (T40.1),110,111,100,0.028093044162265,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,April,Heroin (T40.1),112,113,100,0.030915376183918,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,May,Heroin (T40.1),118,119,100,0.045109814203953,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,June,Heroin (T40.1),121,122,100,0.048023955478968,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,July,Heroin (T40.1),121,122,100,0.053569414683658,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,August,Heroin (T40.1),121,122,100,0.053409793669534,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,September,Heroin (T40.1),119,121,100,0.059076715334627,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,October,Heroin (T40.1),113,115,100,0.061645370993051,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,November,Heroin (T40.1),113,115,100,0.064483570707637,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,December,Heroin (T40.1),113,115,100,0.072387103959018,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,January,Heroin (T40.1),108,110,100,0.073881515939253,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,February,Heroin (T40.1),110,112,100,0.070852408981905,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,March,Heroin (T40.1),111,113,100,0.07369800196528,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,April,Heroin (T40.1),112,114,100,0.079008309494619,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,May,Heroin (T40.1),112,114,100,0.065173116089613,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,June,Heroin (T40.1),102,103,100,0.062411809399761,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,July,Heroin (T40.1),99,100,100,0.059649693617483,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,August,Heroin (T40.1),99,100,100,0.062320489893242,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,September,Heroin (T40.1),99,100,100,0.056995521780432,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,October,Heroin (T40.1),107,108,100,0.054140386020952,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,November,Heroin (T40.1),114,115,100,0.054263776216187,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,December,Heroin (T40.1),119,120,100,0.049053004496525,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2018,January,Heroin (T40.1),124,125,100,0.046685340802988,Underreported due to incomplete data.
OR,OR,2018,February,Heroin (T40.1),121,122,100,0.049789776499226,Underreported due to incomplete data.
OR,OR,2018,March,Heroin (T40.1),121,123,100,0.046861647876065,Underreported due to incomplete data.
OR,OR,2018,April,Heroin (T40.1),130,131,100,0.044014084507042,Underreported due to incomplete data.
OR,OR,2018,May,Heroin (T40.1),135,136,100,0.046971706454465,Underreported due to incomplete data.
OR,OR,2018,June,Heroin (T40.1),154,156,100,0.04959497437593,Underreported due to incomplete data.
OR,OR,2018,July,Heroin (T40.1),159,162,100,0.06080875646093,Underreported due to incomplete data.
OR,OR,2018,August,Heroin (T40.1),161,164,100,0.060840707964602,Underreported due to incomplete data.
OR,OR,2015,January,Methadone (T40.3),62,63,100,0.023247704289201,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,February,Methadone (T40.3),62,63,100,0.02309068867979,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,March,Methadone (T40.3),63,64,100,0.023006355505708,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,April,Methadone (T40.3),65,66,100,0.020046967180251,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,May,Methadone (T40.3),61,62,100,0.019910120029581,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,June,Methadone (T40.3),60,61,100,0.022626994003847,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,July,Methadone (T40.3),60,61,100,0.022554271215111,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,August,Methadone (T40.3),61,62,100,0.022544101899341,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,September,Methadone (T40.3),70,71,100,0.019682271896528,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,October,Methadone (T40.3),71,72,100,0.016909029421711,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,November,Methadone (T40.3),68,69,100,0.01403351202672,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,December,Methadone (T40.3),69,70,100,0.022388895108026,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,January,Methadone (T40.3),65,66,100,0.022520620443093,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,February,Methadone (T40.3),63,64,100,0.025385721941726,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,March,Methadone (T40.3),64,65,100,0.028093044162265,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,April,Methadone (T40.3),61,62,100,0.030915376183918,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,May,Methadone (T40.3),59,60,100,0.045109814203953,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,June,Methadone (T40.3),52,53,100,0.048023955478968,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,July,Methadone (T40.3),51,52,100,0.053569414683658,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,August,Methadone (T40.3),48,49,100,0.053409793669534,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,September,Methadone (T40.3),38,39,100,0.059076715334627,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,October,Methadone (T40.3),37,38,100,0.061645370993051,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,November,Methadone (T40.3),39,40,100,0.064483570707637,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,December,Methadone (T40.3),41,42,100,0.072387103959018,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,January,Methadone (T40.3),41,42,100,0.073881515939253,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,February,Methadone (T40.3),44,45,100,0.070852408981905,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,March,Methadone (T40.3),39,40,100,0.07369800196528,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,April,Methadone (T40.3),36,37,100,0.079008309494619,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,May,Methadone (T40.3),40,41,100,0.065173116089613,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,June,Methadone (T40.3),45,46,100,0.062411809399761,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,July,Methadone (T40.3),44,45,100,0.059649693617483,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,August,Methadone (T40.3),45,46,100,0.062320489893242,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,September,Methadone (T40.3),47,48,100,0.056995521780432,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,October,Methadone (T40.3),47,48,100,0.054140386020952,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,November,Methadone (T40.3),42,43,100,0.054263776216187,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,December,Methadone (T40.3),38,39,100,0.049053004496525,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2018,January,Methadone (T40.3),39,40,100,0.046685340802988,Underreported due to incomplete data.
OR,OR,2018,February,Methadone (T40.3),36,37,100,0.049789776499226,Underreported due to incomplete data.
OR,OR,2018,March,Methadone (T40.3),40,41,100,0.046861647876065,Underreported due to incomplete data.
OR,OR,2018,April,Methadone (T40.3),41,42,100,0.044014084507042,Underreported due to incomplete data.
OR,OR,2018,May,Methadone (T40.3),39,40,100,0.046971706454465,Underreported due to incomplete data.
OR,OR,2018,June,Methadone (T40.3),33,34,100,0.04959497437593,Underreported due to incomplete data.
OR,OR,2018,July,Methadone (T40.3),34,35,100,0.06080875646093,Underreported due to incomplete data.
OR,OR,2018,August,Methadone (T40.3),33,34,100,0.060840707964602,Underreported due to incomplete data.
OR,OR,2015,January,Natural & semi-synthetic opioids (T40.2),134,136,100,0.023247704289201,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,February,Natural & semi-synthetic opioids (T40.2),136,138,100,0.02309068867979,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,March,Natural & semi-synthetic opioids (T40.2),135,137,100,0.023006355505708,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,April,Natural & semi-synthetic opioids (T40.2),133,134,100,0.020046967180251,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,May,Natural & semi-synthetic opioids (T40.2),134,136,100,0.019910120029581,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,June,Natural & semi-synthetic opioids (T40.2),138,140,100,0.022626994003847,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,July,Natural & semi-synthetic opioids (T40.2),136,138,100,0.022554271215111,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,August,Natural & semi-synthetic opioids (T40.2),148,150,100,0.022544101899341,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,September,Natural & semi-synthetic opioids (T40.2),148,150,100,0.019682271896528,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,October,Natural & semi-synthetic opioids (T40.2),150,152,100,0.016909029421711,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,November,Natural & semi-synthetic opioids (T40.2),157,159,100,0.01403351202672,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,December,Natural & semi-synthetic opioids (T40.2),147,149,100,0.022388895108026,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,January,Natural & semi-synthetic opioids (T40.2),139,141,100,0.022520620443093,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,February,Natural & semi-synthetic opioids (T40.2),142,144,100,0.025385721941726,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,March,Natural & semi-synthetic opioids (T40.2),142,144,100,0.028093044162265,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,April,Natural & semi-synthetic opioids (T40.2),148,150,100,0.030915376183918,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,May,Natural & semi-synthetic opioids (T40.2),153,155,100,0.045109814203953,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,June,Natural & semi-synthetic opioids (T40.2),146,148,100,0.048023955478968,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,July,Natural & semi-synthetic opioids (T40.2),146,148,100,0.053569414683658,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,August,Natural & semi-synthetic opioids (T40.2),136,138,100,0.053409793669534,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,September,Natural & semi-synthetic opioids (T40.2),136,138,100,0.059076715334627,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,October,Natural & semi-synthetic opioids (T40.2),132,134,100,0.061645370993051,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,November,Natural & semi-synthetic opioids (T40.2),129,131,100,0.064483570707637,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,December,Natural & semi-synthetic opioids (T40.2),130,132,100,0.072387103959018,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,January,Natural & semi-synthetic opioids (T40.2),135,138,100,0.073881515939253,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,February,Natural & semi-synthetic opioids (T40.2),137,140,100,0.070852408981905,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,March,Natural & semi-synthetic opioids (T40.2),134,137,100,0.07369800196528,Numbers may differ from published reports using final data. See Technical Notes.
